Store,Dept,IsHoliday,Size,Type,Date,Weekly_Sales
3,64,True,108512,C,2013-04-12,33723.85215172174
40,48,True,131086,A,2011-08-15,21014.1094834156
9,42,False,82345,A,2010-09-02,33443.214839896136
39,94,True,13104,C,2012-06-10,18415.11974869031
20,35,True,76385,B,2020-11-12,27214.61469867898
30,95,False,29497,B,2015-12-14,37713.923884672135
11,13,False,93192,B,2012-11-14,40598.47951213513
44,76,False,159025,A,2017-04-28,21165.36016500421
3,10,False,125092,C,2020-10-20,11365.554342311527
41,36,True,61414,C,2019-03-29,30983.864523088338
30,67,True,178588,B,2017-05-23,19880.493822634122
24,35,True,86400,B,2012-04-19,21819.484610977102
13,32,True,153834,A,2021-06-17,20523.263802127898
36,90,True,27646,B,2014-10-21,10665.16990069
33,2,True,73533,B,2015-12-19,52364.29465108653
31,62,False,117558,A,2021-04-30,19822.839652034683
21,53,True,130282,B,2010-02-26,33755.31377468961
9,17,True,142013,C,2016-09-22,34385.91108697651
35,39,False,56183,B,2017-11-05,15099.690106755032
23,13,True,77040,C,2016-08-13,10489.601562130563
24,47,False,49403,B,2021-06-13,13335.98421784713
31,37,False,77459,C,2019-03-09,18105.71505995102
8,90,False,64358,A,2019-12-29,23285.33510457447
39,69,True,106506,A,2023-09-22,34996.754709230845
12,29,True,124360,A,2016-10-14,18073.132201067576
37,87,True,44380,B,2013-03-29,13946.89758909751
32,42,False,101083,C,2017-09-14,21955.483954172738
27,24,True,175606,B,2013-05-15,18750.48950104348
15,54,False,158342,C,2017-02-10,13137.719876502904
5,72,False,53435,C,2017-01-03,18105.143373158928
18,78,True,191157,B,2023-12-22,24505.114740486246
15,46,False,16422,C,2015-12-01,29594.729665018996
15,21,False,75849,C,2011-07-04,27417.310963598826
31,13,True,69372,A,2011-09-24,22931.79374478134
27,94,False,170088,C,2022-03-29,32505.509769501772
41,39,True,105982,A,2017-03-14,9568.356252559315
3,77,True,165939,A,2010-11-03,22589.665507873477
4,20,False,62203,A,2021-09-10,3987.662692640577
32,20,True,88211,A,2011-11-30,32802.24161709828
7,91,False,175105,A,2019-12-11,64253.66737553613
8,21,True,185776,C,2022-01-16,18196.841975073057
35,47,False,41643,A,2019-08-29,26688.79915683006
8,50,True,127867,B,2011-06-01,36770.95380058816
20,27,True,21187,C,2020-03-15,16911.217061239422
32,29,True,55529,A,2019-12-05,51344.18356634885
33,32,True,124783,B,2022-11-03,17148.11711886992
8,22,True,196158,B,2020-09-19,10554.428157114991
24,3,True,146803,B,2018-03-03,19075.23867212067
20,98,True,170174,C,2020-03-04,26905.714232511444
45,4,False,25209,A,2017-02-13,31351.031371937537
18,59,False,199556,B,2014-12-10,21753.735225626304
19,21,False,132032,A,2014-06-18,31985.335303432497
43,91,True,186114,C,2010-03-21,24549.404295665336
35,59,True,194639,C,2023-09-04,20851.760892596783
44,92,True,155105,C,2014-12-07,46235.07833877136
28,67,True,170611,B,2020-10-24,11920.012627780747
13,12,True,138340,C,2023-05-25,38194.47688662585
18,4,True,48474,C,2013-07-04,24694.348879864086
10,20,False,162072,B,2011-03-03,10867.563367670085
39,43,True,52245,B,2015-08-04,19377.57109752235
23,66,True,184743,B,2023-12-21,31292.747924783926
24,20,False,117021,B,2022-03-08,19884.236797418067
32,90,False,145787,A,2019-03-13,32392.269471405933
40,42,True,52614,C,2021-05-19,18226.195360791422
6,29,False,69589,B,2016-07-05,18727.547123124845
7,91,True,130623,B,2011-08-03,16606.578128225126
16,78,True,72814,C,2013-01-25,33704.878928146754
26,57,True,120006,B,2010-04-08,29434.76397254111
43,23,False,190241,C,2012-10-14,19099.59841795346
39,90,False,18806,B,2015-03-02,10291.542925901733
27,22,False,154346,B,2023-06-02,27110.002844746257
6,3,False,98402,C,2012-09-08,27013.42549381346
5,28,True,150973,C,2018-05-21,21583.833667115505
29,81,False,90905,C,2015-04-26,9981.643207967076
31,17,True,174948,C,2022-09-13,24084.292388682912
3,78,False,41157,A,2019-04-24,20529.47887812674
33,83,True,153425,A,2019-01-11,24371.213565805414
45,68,False,59416,B,2023-05-10,27350.49242011677
27,62,False,167349,C,2017-08-27,31542.205209585183
34,76,False,90811,B,2021-07-30,29717.85660355142
5,62,False,32105,A,2015-12-29,32685.799334440366
25,26,True,144955,B,2022-04-13,28599.43114204271
41,52,False,65865,A,2010-07-30,28085.188254856414
24,7,False,122044,B,2023-05-07,25709.940371496363
28,91,True,61765,B,2012-05-09,15170.19069837264
28,95,False,53511,A,2015-01-04,11043.09001019711
34,31,True,85991,C,2015-10-27,15347.639495392848
3,14,True,72077,C,2019-07-08,32207.995433425553
31,31,False,177318,B,2015-11-14,20124.74773968188
10,76,False,156813,C,2011-08-30,13364.15296291472
1,65,False,15030,C,2010-04-25,29994.571400727647
33,29,True,187234,A,2018-02-21,41332.993121135965
27,86,False,140237,B,2016-10-18,17580.671918518845
17,96,False,122828,A,2017-01-26,20085.318538683867
34,99,False,76832,A,2019-01-19,21820.908187948
13,49,False,107103,A,2013-03-21,15453.629899611436
17,36,False,25088,C,2015-05-05,23984.11100659336
14,92,False,68151,B,2012-04-11,14353.81295692318
43,3,False,180684,B,2012-05-14,29910.31488033287
15,36,True,98909,C,2013-09-14,11486.110632062097
2,81,True,184013,A,2015-11-15,24072.460797415974
42,7,True,106802,B,2020-09-02,20929.667196817474
3,58,False,165913,B,2019-09-15,13095.92581751571
26,55,True,118049,A,2016-01-13,30998.379861122736
4,18,True,53872,C,2012-03-16,17178.467961881543
37,93,True,169610,A,2013-02-26,32659.80374808352
41,1,True,102758,B,2020-01-31,30246.071914190226
1,18,True,117689,B,2016-06-16,13490.842925099603
40,96,True,75376,A,2017-04-22,16940.65814026497
39,26,True,150719,C,2012-08-07,7837.284316551435
32,23,False,38387,B,2011-03-18,11439.79493732329
4,43,True,115323,B,2015-05-30,23833.48521799016
45,33,False,175270,B,2018-03-29,26863.508530387975
1,32,False,138024,C,2018-03-31,20790.888011816172
34,31,True,25055,C,2018-01-18,19822.703339584095
39,59,False,54220,A,2012-10-17,31327.147834222244
14,60,False,72134,B,2023-01-26,23342.32782990542
33,48,False,18174,A,2017-09-18,21271.827319857424
34,58,True,159670,A,2011-02-13,35470.23660217129
11,31,False,55960,B,2014-10-24,5721.380104462562
11,74,True,12294,A,2020-02-08,21116.84846880939
3,25,False,124268,A,2011-06-30,18224.597961735104
14,12,False,74746,A,2020-09-10,36032.804674551124
40,18,False,58192,C,2013-12-25,11749.03048267227
24,99,True,182110,A,2011-07-09,32047.440292236002
7,10,True,115320,C,2022-03-30,8513.187780339445
26,37,False,163852,A,2018-10-03,24935.07890973902
42,83,False,51548,A,2011-07-18,14494.78418248865
28,31,False,192090,B,2021-05-17,15661.819811845962
27,53,False,175875,A,2020-03-16,29381.556339499977
42,59,True,112749,B,2012-05-06,33442.31217651596
31,5,False,184540,B,2014-10-12,12842.023718831058
31,23,False,60684,A,2017-09-12,35564.23422520586
13,82,False,26729,C,2011-11-07,28824.55240198131
40,35,False,174006,C,2013-08-23,14622.926955156776
19,99,True,56393,A,2016-06-27,14829.227403107157
43,71,True,68484,B,2013-01-05,11690.156033882255
45,2,False,176508,A,2014-11-27,40226.356434128975
29,54,True,38214,A,2021-04-19,32552.607879919542
26,6,True,170223,A,2011-04-06,22265.015522175014
8,90,False,111494,B,2018-03-19,16923.908716976926
13,42,True,179507,B,2018-03-18,20553.626993102953
5,58,False,47638,A,2022-01-11,11944.464432105555
32,40,False,134688,C,2012-01-20,6729.37796685421
26,22,True,47995,A,2023-01-13,32609.18940802661
34,32,True,23016,B,2015-12-05,29000.116218195395
38,87,False,147843,B,2018-06-13,27915.622081587586
10,92,True,59174,B,2017-02-20,30738.64861150266
10,59,True,12545,B,2023-11-10,32433.991110318242
22,93,True,136368,A,2023-05-05,18208.49241005805
6,33,True,103179,A,2023-09-20,17933.793324911854
2,70,False,194542,C,2010-02-05,14731.40313559958
30,58,True,58309,A,2017-07-16,32272.61075817425
26,90,False,183977,A,2011-01-23,30543.535569767635
12,52,True,145739,C,2014-11-17,40170.84146621592
19,15,False,62459,A,2019-08-20,12593.091727252271
28,72,True,109816,C,2022-02-03,40356.85976681512
7,82,False,195089,A,2020-05-12,11658.29199945757
30,6,True,102583,A,2023-04-16,37940.04256740635
25,65,True,116883,A,2016-01-14,43752.29457058699
44,47,False,27499,C,2011-08-21,12788.801472225965
34,43,True,55565,B,2018-09-10,11950.91233188022
36,11,False,189295,A,2013-06-18,37045.42616106039
4,66,False,41750,B,2012-05-07,14999.075108175415
7,14,False,126900,C,2015-09-08,14199.181438895032
22,30,False,48513,C,2014-08-06,3060.0752384587495
41,51,False,123282,B,2011-08-06,35067.85490143085
34,30,True,92165,A,2015-10-17,36843.47533443205
29,14,True,68412,A,2012-12-12,35063.01754642477
21,7,True,105241,B,2019-08-11,12265.598843932255
14,55,True,100662,B,2020-07-08,15980.649747946976
15,63,False,132485,B,2023-01-09,27166.903265423927
17,99,False,110150,A,2012-10-29,21344.391109155433
6,35,True,108909,C,2017-05-29,28656.26543194414
42,45,False,40038,B,2023-11-08,35152.3098076134
20,22,False,54033,B,2015-09-21,11333.111048684901
4,79,True,136618,A,2021-01-12,29158.939850940013
6,58,True,63083,C,2014-06-12,19768.40895746242
20,49,False,96365,C,2017-09-24,17785.50469764369
13,24,True,132094,B,2014-09-24,33392.56629525048
17,66,False,101910,C,2020-05-13,29347.248828116717
1,74,True,29635,B,2017-11-09,17908.955908742457
39,44,True,35996,A,2022-12-11,23790.213523763403
17,23,False,156406,B,2014-02-22,18157.98793044885
36,6,False,76491,B,2017-12-17,12575.718666765057
38,59,True,90753,B,2013-12-15,41700.0160567566
22,30,False,133265,A,2022-03-09,17716.88751223517
25,80,True,118083,C,2021-05-28,30004.707341969457
19,2,False,160090,C,2023-04-10,10213.024968096674
7,28,True,132248,B,2011-03-30,27453.690987500326
22,77,False,89101,B,2016-03-29,18016.363702477134
28,84,True,38401,B,2013-02-18,15553.272941564923
6,26,False,171919,C,2017-05-06,27257.575842152273
22,80,False,164036,B,2017-03-23,27620.869141105093
13,79,True,161400,C,2020-11-09,30269.018541456568
7,21,True,113346,A,2010-11-15,21323.00166438414
41,6,False,47327,B,2021-02-19,4086.5741974440307
36,20,False,114594,B,2018-07-21,21251.77176035828
12,64,True,183317,A,2013-10-26,22497.73774843661
17,20,True,23011,C,2023-06-08,9039.042175943829
12,16,True,60868,C,2023-04-28,23488.853117250168
27,15,False,47465,C,2015-06-10,12498.35405597545
10,54,False,120382,A,2019-01-04,18434.56307594584
15,12,True,110269,A,2011-10-10,15258.14606993914
34,7,True,49496,A,2019-03-28,38335.26544455044
7,15,True,39525,B,2020-10-05,14410.701362497559
45,15,True,32592,C,2011-10-08,13256.8137529439
43,38,False,11311,B,2023-09-27,17250.636443440053
8,37,True,194133,B,2016-04-09,27743.869124830762
13,96,False,93866,B,2017-05-31,24030.52702416093
8,6,False,71571,B,2010-09-29,28896.11574075062
31,87,False,150476,B,2019-11-21,26857.68080713808
34,38,True,25146,C,2015-08-19,29937.026636677183
28,52,True,117838,B,2020-11-28,37004.132062565106
31,95,False,21892,C,2020-08-02,16245.708278234684
37,6,False,172655,C,2018-12-15,43734.72214066999
5,8,True,66959,B,2020-12-29,24204.190495017552
13,49,False,96724,A,2021-10-30,31340.911881063133
24,46,False,154382,C,2014-01-21,7413.033480030563
7,19,False,101821,A,2021-05-05,16601.260795971215
28,55,False,49055,A,2023-02-27,33293.629518485366
22,44,True,10483,B,2015-03-30,19881.127376597095
12,81,True,199752,B,2011-11-06,28692.38906766342
4,11,True,175802,C,2019-04-29,22351.805304341065
4,46,False,91800,C,2011-04-08,23851.985277153806
3,24,True,78003,A,2019-01-23,30589.1094140086
5,99,False,102225,B,2022-01-27,21487.118565040997
3,24,True,63536,B,2012-06-09,17933.32536210702
4,19,True,95841,B,2013-10-03,33858.496700798365
22,13,False,127660,A,2018-10-09,17979.68218408538
17,7,False,41039,B,2018-04-05,26434.262228468408
5,58,False,68863,B,2012-06-23,14300.30435480419
5,30,False,116306,A,2018-09-27,27139.306022171684
12,54,True,102453,B,2019-03-24,14608.4577190522
35,86,False,86751,B,2015-01-27,27133.319510436148
31,42,True,56148,B,2011-04-14,26609.72238309239
9,43,True,82954,A,2023-04-28,42862.49209176411
35,7,True,127910,A,2016-11-16,42635.23990829588
14,39,True,114176,B,2021-11-23,40789.86176044425
41,40,False,138649,B,2010-09-27,25005.995859784
13,63,True,92407,A,2012-02-11,29275.900371718635
4,3,True,36674,C,2023-01-12,9568.709250231197
23,34,True,39196,A,2019-10-06,9402.676659047942
24,40,False,39324,B,2011-03-25,8166.82070650598
29,63,False,179649,C,2020-02-07,10885.356434934081
44,25,True,76546,B,2018-06-04,37525.89441010904
38,55,False,106564,C,2020-08-09,9635.487434269191
14,43,False,30141,A,2018-09-08,16253.710079154062
12,16,True,173769,A,2014-02-22,49128.9069074137
24,57,False,145304,B,2014-09-15,29936.99871924158
21,60,False,26271,C,2017-07-13,18099.15205281827
8,10,True,146739,B,2011-04-21,27415.244433971944
5,42,False,105568,C,2015-08-30,28278.035037450707
20,38,False,120863,C,2016-09-24,25056.265363852082
10,94,False,51049,B,2017-09-16,19291.748378717733
3,43,True,45517,B,2019-10-31,12245.897336547547
43,92,True,174967,A,2018-08-15,32664.236559340967
23,90,False,28934,A,2016-11-28,11427.06179339473
39,38,False,36220,A,2021-11-02,41455.219900362266
35,15,False,106597,B,2012-07-01,31038.748597250986
37,60,True,78638,C,2021-11-28,18135.330328215143
30,80,True,181204,A,2018-05-27,42883.57169025428
32,98,False,195523,B,2010-05-29,15931.706605540254
27,64,True,82821,A,2011-01-29,23364.154518889933
22,27,True,19712,A,2022-11-18,14008.112820873635
18,12,True,116220,B,2021-05-17,16934.491485129176
11,74,True,114827,B,2016-01-23,27291.37860243292
40,53,True,102867,A,2023-08-26,4980.722323053508
18,64,False,144269,A,2018-07-25,19885.374578888288
14,88,True,140358,B,2022-04-12,25986.48705661878
3,63,False,145138,C,2021-09-25,25604.809066662216
38,55,False,147426,A,2021-01-14,11316.718586000012
43,77,True,74091,A,2023-03-27,32058.075463683796
24,27,False,27604,B,2016-07-08,8874.416893278838
20,62,True,48690,A,2013-01-10,13474.49161045569
23,57,False,145417,B,2010-08-05,15015.86802323968
33,8,True,12529,C,2023-11-15,46891.97331656207
2,51,True,148690,B,2010-04-25,34128.264435567
8,86,True,167825,C,2018-07-25,30293.691287317306
20,74,False,139347,A,2011-10-04,24347.16014038958
17,32,True,97172,A,2018-06-10,13651.71504981181
40,17,True,190014,B,2022-06-17,39173.03198139908
28,46,False,96256,B,2019-06-15,25894.019457155206
23,5,False,184463,A,2016-12-05,21864.573630535433
1,96,True,194494,C,2014-05-16,14771.38853593903
16,1,False,23701,C,2015-08-10,17745.309229674032
32,56,True,141247,A,2019-02-02,19431.561513439185
16,49,False,90661,C,2022-07-26,18283.961669194225
29,65,False,172919,B,2010-09-12,9471.61917585252
16,70,True,24667,A,2017-09-23,14510.342939979175
2,32,False,19220,B,2023-09-24,27643.831861768776
35,7,False,40895,B,2014-09-17,28411.774339886397
41,96,False,152361,A,2011-12-10,13456.511149523234
11,18,False,96650,A,2019-10-10,20702.37897038535
16,84,False,187378,C,2019-02-05,26877.18458577949
36,45,False,24075,B,2013-12-25,34025.06665071676
29,63,True,133174,A,2010-05-18,29208.824155290204
19,51,False,101799,A,2014-04-24,32998.90641194712
21,86,False,88204,C,2017-07-23,13951.443279606436
17,57,True,82282,A,2023-06-27,47603.909738652415
8,67,True,47207,C,2015-09-04,6752.499490790666
35,98,False,142861,B,2022-10-04,21639.592468250354
8,92,True,168468,C,2017-05-13,23227.09186988838
31,50,False,79910,C,2013-03-20,24118.508300571186
22,37,True,92963,B,2019-05-14,28462.618944282363
36,60,True,129666,A,2017-03-22,26563.07454981826
41,5,False,156143,B,2012-07-24,35371.86976710661
23,2,False,177087,B,2020-12-23,24160.065889358386
5,31,True,187272,C,2019-05-15,39071.50490752804
11,15,True,25982,C,2016-02-18,11302.682685890766
12,80,False,193576,B,2011-12-25,29603.02672143448
43,55,True,109868,C,2014-12-27,18913.47151484386
31,48,False,57566,A,2023-02-28,25300.08996776953
2,34,True,43654,A,2020-05-13,33215.64955152312
2,35,False,94526,A,2017-11-14,51483.37772250894
3,78,False,58117,B,2020-11-26,28358.44125969261
7,26,False,18213,B,2011-01-19,8940.105774091464
45,60,True,110381,A,2018-10-02,43377.31140784381
23,66,False,36315,B,2017-05-19,9296.617825846959
26,6,True,128931,C,2010-02-09,20069.730698091775
25,48,False,26718,B,2020-12-29,36110.968414829396
39,78,True,123036,A,2020-01-11,24310.102707690185
11,93,False,141182,B,2013-09-09,20097.078281380545
17,32,True,53687,B,2011-07-28,21653.2150904958
17,46,False,66084,A,2020-09-04,33526.73525720173
33,86,False,81302,C,2017-04-13,23034.028117300935
17,90,False,130774,B,2015-07-01,28214.44746102146
23,93,False,153934,B,2021-04-05,24460.849399926377
28,26,True,63332,A,2015-07-18,9052.891041692008
28,94,True,184594,A,2011-10-23,14914.14028991613
5,2,False,180191,A,2016-12-05,40371.42913190895
5,79,False,71227,A,2010-05-21,25277.77223085143
6,4,False,17659,C,2018-05-08,24559.87463620142
4,50,True,75225,C,2014-03-12,24118.12405209418
41,21,False,152057,C,2015-01-29,32511.20806740602
3,51,True,134123,B,2019-03-07,17891.709529508178
28,23,True,168564,C,2010-02-15,24339.857494771142
33,87,False,74007,B,2018-09-22,25433.351208150205
17,2,False,130632,A,2017-11-30,40927.85480494766
16,14,True,27757,A,2017-03-01,17413.11196138793
4,8,False,13794,B,2019-08-28,15002.0826846902
5,15,False,131194,A,2016-04-17,37829.63442396867
11,23,True,182124,B,2018-12-05,49388.864333345446
44,27,False,142187,A,2018-09-07,21429.076683229672
18,18,True,98124,B,2016-09-11,15269.868010026748
1,95,False,19670,C,2013-11-03,20397.24346762056
41,54,False,197282,B,2015-05-13,20924.32873934461
15,15,True,178744,C,2016-08-25,41104.12182018301
39,68,False,82355,B,2015-08-19,21670.498974540984
37,26,False,106039,B,2020-04-08,15523.622127600931
23,4,True,80335,A,2023-03-22,28397.72527835953
23,56,True,120992,B,2021-09-08,13893.533759391723
19,28,True,95508,B,2013-11-03,40072.06055781165
5,9,True,195232,C,2016-08-04,36559.562317112
44,99,False,116161,A,2012-05-03,37443.61246432347
25,45,False,26568,B,2014-08-06,21756.60907490647
21,75,False,120075,B,2022-11-05,17399.50249687673
9,56,False,19849,C,2019-08-31,23883.701813206248
22,40,False,167387,C,2019-09-10,30744.567182045004
29,51,False,49593,A,2023-12-03,9320.605437536175
8,97,False,20610,C,2016-01-18,32145.54402583926
26,37,True,117393,A,2018-08-28,24314.838573094727
37,4,False,26368,B,2012-10-31,8209.04174496464
20,17,False,45727,B,2019-03-02,29423.73347671607
8,25,True,95709,C,2015-07-05,14877.50101362941
6,46,False,152080,C,2019-11-29,18055.069791004553
22,10,True,175950,C,2017-12-07,37011.95909513088
7,1,True,43756,A,2013-11-16,43896.130075052075
16,34,False,11707,A,2015-01-03,10538.690500965742
33,42,False,133148,B,2013-09-12,18928.367240883676
14,26,True,34614,B,2012-10-22,18402.818164798828
45,92,True,44875,A,2022-04-24,13456.314249662566
33,62,True,55685,C,2011-08-10,8453.195079907418
25,40,True,124412,B,2010-03-08,38993.63117136853
24,62,True,179092,A,2016-08-02,22359.99936244356
9,25,True,43296,B,2015-07-15,23365.939025230382
18,37,True,158770,A,2013-03-12,13187.301269600679
11,75,False,91499,A,2013-01-31,34782.65687958268
21,75,False,118891,C,2013-10-07,21803.0191915161
2,57,True,74103,A,2019-11-18,12600.873122400073
6,49,False,189095,C,2014-04-28,27534.756179177566
45,25,True,175202,B,2016-09-15,17670.414253784107
2,28,True,99748,C,2015-10-09,19864.99768531834
18,95,False,156068,A,2015-05-30,35388.39178457568
19,13,False,115918,A,2016-02-04,29063.31787651695
8,20,True,101965,A,2014-10-08,14071.878265209394
32,99,False,80631,A,2011-08-29,30426.652810415428
2,6,True,36160,C,2011-10-09,11830.554895971061
14,45,True,165353,C,2022-10-05,18186.752177560535
37,87,False,167501,C,2012-03-28,9286.017552218898
10,47,True,141872,C,2023-10-14,23114.674881687017
36,6,True,31989,A,2012-09-06,5063.621712106778
13,64,True,38987,A,2017-02-05,16382.00604731179
10,21,False,13239,B,2018-10-09,5428.337983636933
42,7,False,118218,A,2016-12-24,22664.82791855006
8,49,False,27343,C,2019-05-13,19993.87583852483
7,76,False,103808,A,2023-07-26,10762.294627048335
32,20,True,182838,A,2013-05-31,46785.65405150685
44,49,True,25912,C,2022-07-04,32458.630601160796
35,44,False,106130,B,2018-08-13,15860.012589227015
3,24,False,167189,C,2011-01-12,29239.873490937156
6,45,False,29388,B,2013-03-25,17100.828114317388
16,82,True,98841,C,2023-10-24,28132.563940632637
32,50,True,126209,A,2015-04-11,33892.31341904176
17,29,True,175405,A,2015-08-23,7825.556100647359
11,91,False,147098,B,2020-10-26,17967.63982077832
24,9,False,21666,A,2014-07-26,38339.28298801222
29,26,True,52492,B,2017-07-26,14883.209877743693
10,62,True,186044,B,2012-09-29,17135.409965251114
21,31,False,29768,C,2014-11-11,18616.92506254025
6,41,False,102282,A,2018-12-01,26752.41924792824
34,58,False,129222,A,2011-09-20,33496.701739950404
36,40,False,165031,B,2021-12-19,22786.952038681477
42,51,False,35767,B,2021-07-18,29523.425023754746
8,25,False,134824,C,2023-10-16,8955.734893565254
6,90,True,177579,C,2019-05-06,18321.916624682282
19,98,False,101601,C,2012-03-26,12842.52292798388
31,83,False,49101,B,2017-11-19,21896.025982577954
22,8,False,195693,B,2023-07-09,16981.87184738972
33,67,True,179991,A,2016-10-20,30170.571400805657
43,66,True,196853,B,2015-06-05,20790.308627585415
37,50,False,149248,C,2017-10-30,17888.8547743338
36,28,False,24880,A,2013-07-17,17926.77599365579
39,29,True,192986,C,2014-09-01,28834.21932077995
7,74,False,155350,A,2022-07-29,45012.443604854336
20,59,False,173179,C,2013-01-31,6401.140359458393
36,52,False,33363,C,2013-12-06,8607.858016841084
17,55,False,66744,B,2012-08-12,11809.985402583114
36,69,True,101584,C,2010-01-22,12984.56057302085
9,32,True,39956,B,2017-02-03,25970.776071415705
26,93,False,38287,C,2015-06-01,26591.123111799854
24,90,False,53972,A,2011-09-14,27596.05770927409
22,79,True,146275,A,2012-10-01,23095.26972343907
18,16,True,27464,A,2019-06-11,18510.652444001174
38,25,True,79139,A,2017-05-11,19263.82118989003
1,49,True,76097,C,2015-03-26,31896.694941239162
8,17,True,162150,B,2013-08-28,29322.899922680375
44,27,False,139498,B,2012-01-15,25642.026711174585
37,76,True,90803,B,2021-09-16,33619.48152130627
36,72,True,161914,A,2018-06-30,27046.519207905832
37,58,False,159909,C,2010-02-27,21689.608067958412
6,79,True,27125,A,2015-12-22,27757.95194813651
31,48,True,128897,A,2018-03-05,40619.768490844814
26,16,True,26452,A,2017-01-09,40438.60600437945
23,49,True,85326,C,2020-05-03,24965.310556252374
39,32,True,184032,A,2019-12-15,41022.46024367012
5,65,False,37142,B,2015-03-18,22146.429176809295
44,17,False,96059,A,2011-07-24,18193.72054039967
31,31,True,141295,B,2017-07-03,21494.35984168545
18,79,False,39582,B,2012-05-27,14454.713730723863
30,13,True,25931,C,2011-02-27,8643.242850139255
41,80,False,151332,A,2017-12-10,26846.270553054073
12,40,False,91849,B,2012-06-14,31042.85265272331
30,21,True,185890,C,2015-09-16,19341.135703552332
21,87,False,159311,A,2019-04-05,39646.49311644354
16,88,False,115216,A,2021-01-28,17213.38782332555
38,2,False,56880,A,2018-01-12,37619.445298000006
20,18,True,154114,B,2018-11-21,51267.661718516654
18,74,False,199790,B,2011-04-10,16988.461391250414
8,68,True,61130,B,2010-03-22,13274.640906183087
5,70,False,38533,C,2022-02-04,14214.351797218105
38,9,True,144421,A,2018-10-31,19472.717102318813
4,9,False,166144,A,2013-11-22,31406.659496733315
38,67,False,13898,C,2011-02-02,18930.818178128884
27,61,True,111575,B,2010-05-09,29252.475449275535
21,64,False,162072,B,2016-06-12,29710.41856973029
13,3,False,27379,A,2018-07-23,39494.47881892546
19,71,True,59641,B,2021-08-20,29194.35213510997
43,88,True,92728,B,2013-11-08,19631.405702317832
17,12,False,195673,B,2020-11-06,39152.092524404026
42,63,False,100494,C,2015-07-26,26143.64476439151
6,60,True,174562,C,2023-12-23,39992.625471478765
12,33,False,140661,C,2019-06-14,27644.247612859992
40,90,False,63608,A,2011-03-07,22896.69223715262
18,41,True,15769,A,2023-09-26,5492.456175278793
13,85,True,37162,C,2023-03-27,19244.145358208454
43,61,True,53353,C,2011-10-24,28694.70972594118
28,39,True,55591,A,2019-06-17,34448.90210674454
15,87,False,129750,B,2015-11-15,42616.31279777979
2,54,True,30304,A,2018-01-31,39889.36197601391
10,18,False,172538,C,2017-12-07,31492.52006965278
18,72,True,172719,A,2019-06-03,17347.2612631422
14,87,True,148371,A,2014-11-18,37474.36389060193
34,76,False,165265,C,2016-02-19,16902.45451941674
14,3,False,46838,C,2016-03-30,15183.10477788226
12,18,False,36136,B,2017-01-27,21234.0166069362
11,76,True,73070,B,2015-02-13,13437.550708077431
45,94,False,64298,B,2012-10-03,15607.582029072879
2,11,False,21267,C,2011-06-02,26051.262730350565
21,83,True,89711,A,2017-06-07,24847.073610679312
4,97,False,119645,B,2010-02-05,37644.25484039649
7,65,False,112486,A,2014-04-24,27769.48311517847
5,76,False,68500,C,2010-06-19,18670.7244571846
3,12,False,134488,C,2010-04-20,8273.034974821116
23,71,True,158518,A,2021-04-14,28660.735763923283
28,19,True,185731,A,2014-07-13,33634.54201483217
14,39,True,135344,C,2021-08-07,22724.099120339244
42,64,True,67062,B,2019-08-31,15524.491395687997
6,89,True,89157,C,2016-06-08,28291.94818838115
45,27,False,39928,A,2015-07-10,31738.789385110715
1,25,False,126345,A,2017-07-27,23043.895719513504
24,23,False,188998,C,2010-11-07,5501.808404635392
29,96,True,64344,B,2010-06-28,14395.157709632818
18,78,False,186654,C,2010-07-29,15306.201771693792
1,31,True,162542,C,2021-06-28,20232.723615646726
9,54,False,20222,C,2019-11-06,15059.973443663397
1,63,False,93205,C,2022-06-03,18069.63552685476
26,65,True,155889,C,2013-12-03,34613.074410140725
29,86,True,152397,B,2011-10-27,11575.378190592464
29,6,False,129183,C,2010-11-22,12328.131162684653
33,68,True,138686,C,2020-06-21,17313.808534255975
2,26,True,118392,A,2011-05-21,14214.045886554697
14,71,False,92590,A,2015-05-28,19835.66061483712
43,18,True,128578,C,2023-11-23,39856.87899931301
31,7,True,137154,C,2019-02-23,11519.31571409707
25,75,False,134587,C,2022-07-26,21663.314202691796
2,17,True,149797,C,2019-06-22,40768.7359219362
22,5,True,91804,A,2019-02-20,11330.724426028295
13,71,True,44725,C,2023-04-07,24728.66070058673
23,48,True,197871,C,2023-07-20,22506.210272776658
24,17,True,15054,B,2011-08-22,26135.629173861784
4,97,False,99503,C,2013-04-10,8211.615752793188
42,47,False,11297,A,2014-05-07,31258.895647090023
3,53,False,94353,B,2011-06-16,10213.92903201965
23,39,False,184913,B,2020-06-18,14240.650793843215
10,82,True,184472,A,2012-07-17,19799.918736706262
7,32,True,66789,A,2010-04-17,42992.95355280973
37,87,False,149050,C,2019-02-17,29203.70520639366
32,77,False,131385,B,2016-04-12,13627.194969059994
12,19,False,131143,C,2019-05-22,23957.996618065263
8,59,True,193493,B,2013-07-21,22700.022566722553
39,60,False,130465,C,2013-09-14,31880.44765821185
24,91,True,91556,B,2011-08-05,14318.608593834506
23,85,False,82914,B,2022-06-17,11425.847945475567
40,62,True,198489,C,2013-05-25,28348.786418245447
24,56,False,57271,A,2021-01-29,34463.33012330581
29,4,False,61270,A,2017-10-31,20992.19523788227
